title,citation,year,pmid
A protocol for isolating putative Helicobacter pylori from fecal specimens and genotyping using vacA alleles.,Helicobacter 2003 ;8(5):561-7.,2003,14536003
Simplified 13C-urea breath test with a new infrared spectrometer for diagnosis of Helicobacter pylori infection.,J. Gastroenterol. Hepatol. 2003 Nov;18(11):1237-43.,2003,14535979
Randomized study of different 'second-line' therapies for Helicobacter pylori infection after failure of the standard 'Maastricht triple therapy'.,Aliment. Pharmacol. Ther. 2003 Oct;18(8):815-20.,2003,14535875
[A prospective study on rabeprazole-based triple therapy for Helicobacter pylori eradication in patients with peptic ulcer].,Korean J Gastroenterol 2003 Aug;42(2):102-7.,2003,14532713
[Community-acquired pneumonia due to Legionella pneumophila serogroup 1. Study of 97 cases].,Enferm. Infecc. Microbiol. Clin. 2003 Oct;21(8):394-400.,2003,14525703
One-day quadruple therapy compared with 7-day triple therapy for Helicobacter pylori infection.,Arch. Intern. Med. 2003 Sep;163(17):2079-84.,2003,14504122
"Maintenance treatment is not necessary after Helicobacter pylori eradication and healing of bleeding peptic ulcer: a 5-year prospective, randomized, controlled study.",Arch. Intern. Med. 2003 Sep;163(17):2020-4.,2003,14504114
"Absence of symptomatic benefit of lansoprazole, clarithromycin, and amoxicillin triple therapy in eradication of Helicobacter pylori positive, functional (nonulcer) dyspepsia.",Am. J. Gastroenterol. 2003 Sep;98(9):1963-9.,2003,14499772
"The relationship among previous antimicrobial use, antimicrobial resistance, and treatment outcomes for Helicobacter pylori infections.",Ann. Intern. Med. 2003 Sep;139(6):463-9.,2003,13679322
"Novel diagnostic method of testing for Helicobacter pylori infection using the rapid leukocyte strip test, Leukostix.",J. Gastroenterol. Hepatol. 2003 Oct;18(10):1196-201.,2003,12974908
"[Helicobacter pylori infection in children and juveniles: an epidemiological study on prevalence, socio-economic factors and symptoms].",Dtsch. Med. Wochenschr. 2003 Sep;128(37):1878-83.,2003,12970821
Salvage therapy after two or more prior Helicobacter pylori treatment failures: the super salvage regimen.,Helicobacter 2003 Aug;8(4):307-9.,2003,12950603
Could the [14C]urea breath test be proposed as a 'gold standard' for detection of Helicobacter pylori infection ?,Med. Sci. Monit. 2003 Aug;9(8):CR363-8.,2003,12942033
Rosacea: a cutaneous marker of Helicobacter pylori infection? Results of a pilot study.,Acta Derm. Venereol. 2003 ;83(4):282-6.,2003,12926800
[New nondispersive infrared spectrometry in 13C-urea breath tests].,Dtsch. Med. Wochenschr. 2003 Aug;128(31-32):1645-8.,2003,12894391
Mastic gum has no effect on Helicobacter pylori load in vivo.,J. Antimicrob. Chemother. 2003 Sep;52(3):522-3.,2003,12888582
Gastrointestinal handling of glycosyl [13C]ureides.,Eur J Clin Nutr 2003 Aug;57(8):1017-24.,2003,12879097
"13C-urea breath test, referral patterns, and results in children.",J. Clin. Gastroenterol. 2003 Aug;37(2):142-6.,2003,12869885
Non-invasive techniques for the diagnosis of Helicobacter pylori infection.,Clin. Microbiol. Infect. 2003 Jun;9(6):489-96.,2003,12848723
The usefulness of capsulated 13C-urea breath test in diagnosis of Helicobacter pylori infection in patients with upper gastrointestinal bleeding.,J. Clin. Gastroenterol. 2003 Jul;37(1):34-8.,2003,12811206
Studies regarding the mechanism of false negative urea breath tests with proton pump inhibitors.,Am. J. Gastroenterol. 2003 May;98(5):1005-9.,2003,12809820
13C urea breath test (UBT) in the diagnosis of Helicobacter pylori: why does it work better with acid test meals?,Gut 2003 Jul;52(7):933-7.,2003,12801946
A third-line levofloxacin-based rescue therapy for Helicobacter pylori eradication.,Dig Liver Dis 2003 Apr;35(4):232-6.,2003,12801033
A negative rapid urease test is unreliable for exclusion of Helicobacter pylori infection during acute phase of ulcer bleeding. A prospective case control study.,Dig Liver Dis 2003 Apr;35(4):217-21.,2003,12801031
Rabeprazole in a one-week eradication therapy of Helicobacter pylori: comparison of different dosages.,J. Gastroenterol. Hepatol. 2003 Jul;18(7):783-6.,2003,12795749
Do Japanese and Swedish peptic ulcer patients respond differently to Helicobacter pylori eradication therapies and what are their histological features?,Scand. J. Gastroenterol. 2003 May;38(5):482-90.,2003,12795457
"One-week triple therapy with esomeprazole, clarithromycin and metronidazole provides effective eradication of Helicobacter pylori infection.",Aliment. Pharmacol. Ther. 2003 Jun;17(11):1381-7.,2003,12786632
Exhaled NO level and number of eosinophils in nasal lavage as markers of pollen-induced upper and lower airway inflammation in children sensitive to grass pollen.,Int Arch Occup Environ Health 2003 May;76(4):309-12.,2003,12768283
Empirical prescribing for dyspepsia: randomised controlled trial of test and treat versus omeprazole treatment.,BMJ 2003 May;326(7399):1118.,2003,12763982
Evaluation of Helicobacter pylori stool antigen test before and after eradication therapy.,J. Gastroenterol. Hepatol. 2003 Jun;18(6):732-8.,2003,12753158
Delta (13)C-urea breath test value is a useful indicator for Helicobacter pylori eradication in patients with functional dyspepsia.,J. Gastroenterol. Hepatol. 2003 Jun;18(6):726-31.,2003,12753157
"Is the recurrence of Helicobacter pylori infection after eradication therapy resultant from recrudescence or reinfection, in Japan.",Helicobacter 2003 Jun;8(3):186-91.,2003,12752730
Endoscopic 13C-urea breath test for the diagnosis of Helicobacter pylori infection.,Dig Liver Dis 2003 Feb;35(2):73-7.,2003,12747623
[Helicobacter pylori infection: what are the specific questions in childhood?].,Gastroenterol. Clin. Biol. 2003 Mar;27(3 Pt 2):484-7.,2003,12700507
[Confirmation of Helicobacter pylori eradication following first line treatment. How and when?].,Gastroenterol. Clin. Biol. 2003 Mar;27(3 Pt 2):473-7.,2003,12700505
[Advantages and limitations of diagnostic methods for H. pylori infection].,Gastroenterol. Clin. Biol. 2003 Mar;27(3 Pt 2):380-90.,2003,12700494
13C-urea breath test to validate eradication of Helicobacter pylori in an Israeli population.,Isr. Med. Assoc. J. 2003 Feb;5(2):98-100.,2003,12674657
"Helicobacter pylori, gastrointestinal symptoms, and metabolic control in young type 1 diabetes mellitus patients.",Pediatrics 2003 Apr;111(4 Pt 1):800-3.,2003,12671115
"Bismuth-based quadruple therapy using a single capsule of bismuth biskalcitrate, metronidazole, and tetracycline given with omeprazole versus omeprazole, amoxicillin, and clarithromycin for eradication of Helicobacter pylori in duodenal ulcer patients: a prospective, randomized, multicenter, North American trial.",Am. J. Gastroenterol. 2003 Mar;98(3):562-7.,2003,12650788
Stool antigen for the diagnosis of Helicobacter pylori infection in cirrhosis: comparative usefulness of three different methods.,Aliment. Pharmacol. Ther. 2003 Mar;17(5):727-31.,2003,12641523
"A rapid, low-dose, 13C-urea tablet for the detection of Helicobacter pylori infection before and after treatment.",Aliment. Pharmacol. Ther. 2003 Mar;17(6):793-8.,2003,12641501
[Is the breath test reliable in primary care diagnosis of Helicobacter pylori infection?].,Aten Primaria 2003 Feb;31(2):93-7.,2003,12609106
Accuracy of the stool antigen test for the diagnosis of childhood Helicobacter pylori infection: a multicenter Japanese study.,Am. J. Gastroenterol. 2003 Feb;98(2):296-300.,2003,12591044
[Comparison between two 13C-urea breath tests for the diagnosis of Helicobacter pylori infection: isotope ratio mass spectrometer versus infrared spectrometer].,Gastroenterol Hepatol 2003 Mar;26(3):141-6.,2003,12586006
Helicobacter pylori strains and histologically-related lesions affect the outcome of triple eradication therapy: a study from southern Italy.,Aliment. Pharmacol. Ther. 2003 Feb;17(3):421-8.,2003,12562456
"Influence of lansoprazole, famotidine, roxatidine and rebamipide administration on the urea breath test for the diagnosis of Helicobacter pylori infection.",J. Gastroenterol. Hepatol. 2003 Feb;18(2):168-71.,2003,12542601
A rapid-release 50-mg tablet-based 13C-urea breath test for the diagnosis of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2003 Jan;17(2):253-7.,2003,12534410
Diagnostic accuracy of 13C-urea breath test for Turkish children with Helicobacter pylori infection.,Am. J. Gastroenterol. 2003 Jan;98(1):222-3.,2003,12526973
Effect of proton pump inhibitors on the continuous real time (13)C-urea breath test.,Am. J. Gastroenterol. 2003 Jan;98(1):46-50.,2003,12526935
Autoimmune gastropathy in type 1 diabetic patients with parietal cell antibodies: histological and clinical findings.,Diabetes Care 2003 Jan;26(1):82-8.,2003,12502662
"Once-daily, low-cost, highly effective Helicobacter pylori treatment to family members of gastric cancer patients.",Aliment. Pharmacol. Ther. 2003 Jan;17(1):131-6.,2003,12492742
Human recombinant lactoferrin is ineffective in the treatment of human Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2003 Jan;17(1):125-9.,2003,12492741
Nitazoxanide in treatment of Helicobacter pylori: a clinical and in vitro study.,Antimicrob. Agents Chemother. 2003 Dec;47(12):3780-3.,2003,14638482
Diagnosis of Helicobacter pylori infection in adults with intellectual disability.,J. Clin. Microbiol. 2003 Oct;41(10):4700-4.,2003,14532206
Evaluation of protocol using gene capture and PCR for detection of Helicobacter pylori DNA in feces.,J. Clin. Microbiol. 2003 Oct;41(10):4589-93.,2003,14532187
Evaluation of [13C]urea breath test and Helicobacter pylori stool antigen test for diagnosis of H. pylori infection in children from a developing country.,J. Clin. Microbiol. 2003 Jul;41(7):3334-5.,2003,12843086
Carbon isotope analysis in urea at high 13C-abundances using the 13/12CO2-breath test device FANci2.,Isotopes Environ Health Stud 2002 Sep;38(3):185-8.,2002,12546414
Urea breath testing and analysis in the primary care office.,J Fam Pract 2002 Dec;51(12):1030-2.,2002,12540328
No radiation protection reasons for restrictions on 14C urea breath tests in children.,Br J Radiol 2002 Dec;75(900):982-6.,2002,12515707
Detection of specific Helicobacter pylori DNA and antigens in stool samples in dyspeptic patients and healthy subjects.,Microbiol. Immunol. 2002 ;46(10):657-65.,2002,12477244
No difference of accuracy between capillary and venous blood in rapid whole blood test for diagnosis of Helicobacter pylori infection.,Dig. Dis. Sci. 2002 Nov;47(11):2519-22.,2002,12452389
[Microbiological factors that influence the eradication of Helicobacter pylori in adults and children].,Enferm. Infecc. Microbiol. Clin. 2002 Nov;20(9):431-4.,2002,12425876
Helicobacter pylori antigen stool test and 13C-urea breath test in patients after eradication treatments.,Am. J. Gastroenterol. 2002 Nov;97(11):2756-62.,2002,12425544
Inverse relationship between alcohol consumption and active Helicobacter pylori infection: the Bristol Helicobacter project.,Am. J. Gastroenterol. 2002 Nov;97(11):2750-5.,2002,12425543
Probiotics and Helicobacter pylori eradication.,Dig Liver Dis 2002 Sep;34 Suppl 2:S81-3.,2002,12408448
Effect of Helicobacter pylori infection on fibrinogen level in elderly patients with ischaemic heart disease.,Acta Cardiol 2002 Oct;57(5):317-22.,2002,12405567
Urea production and leucine oxidation in malnourished children with and without acute infection.,Metab. Clin. Exp. 2002 Nov;51(11):1418-22.,2002,12404191
"Diagnosis of Helicobacter pylori in bleeding peptic ulcer patients, evaluation of urea-based tests.",Digestion 2002 ;66(1):9-13.,2002,12379809
Comparative evaluation of urine-based and other minimally invasive methods for the diagnosis of Helicobacter pylori infection.,J. Gastroenterol. 2002 ;37(9):703-8.,2002,12375143
Reinfection rate in children after successful Helicobacter pylori eradication.,Eur J Gastroenterol Hepatol 2002 Oct;14(10):1119-23.,2002,12362103
Five minute endoscopic urea breath test with 25 mg of (13)C-urea in the management of Helicobacter pylori infection.,Eur J Gastroenterol Hepatol 2002 Oct;14(10):1093-100.,2002,12362100
Stool antigen assay (HpSA) is less reliable than urea breath test for post-treatment diagnosis of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2002 Oct;16(10):1733-8.,2002,12269965
Cost analysis of breath test versus endoscopy for dyspepsia.,Digestion 2002 ;65(4):207-12.,2002,12239461
Single administration of ecabet sodium diminishes the level of delta-13CO2 in urea breath test.,J. Gastroenterol. 2002 ;37(8):674-5.,2002,12203087
Epidemiology and diagnosis of Helicobacter pylori infection.,Helicobacter 2002 ;7 Suppl 1:8-16.,2002,12197904
Appropriateness of urea breath test: a prospective observational study based on Maastricht 2000 guidelines.,Aliment. Pharmacol. Ther. 2002 Aug;16(8):1443-7.,2002,12182743
Follow up of serial urea breath test results in patients after consumption of antibiotics for non-gastric infections.,World J. Gastroenterol. 2002 Aug;8(4):703-6.,2002,12174382
A defoaming agent should be used with pronase premedication to improve visibility in upper gastrointestinal endoscopy.,Endoscopy 2002 Jul;34(7):531-4.,2002,12170403
[13C]-urea breath test without prior fasting and without test meal is accurate for the detection of Helicobacter pylori infection in Chinese.,J. Gastroenterol. Hepatol. 2002 Aug;17(8):834-8.,2002,12164957
Accuracy of the 14C-urea breath test for the diagnosis of Helicobacter pylori.,Sao Paulo Med J 2002 May;120(3):68-71.,2002,12163895
Effectiveness of Helicobacter pylori eradication treatments in a primary care setting in Italy.,Aliment. Pharmacol. Ther. 2002 Jul;16(7):1269-75.,2002,12144576
One-week triple vs. quadruple therapy for Helicobacter pylori infection - a randomized trial.,Aliment. Pharmacol. Ther. 2002 Jul;16(7):1261-7.,2002,12144575
Helicobacter pylori infection in asymptomatic children: impact of epidemiologic factors on accuracy of diagnostic tests.,J. Pediatr. Gastroenterol. Nutr. 2002 Jul;35(1):59-63.,2002,12142811
13 C-urea breath test with infrared spectroscopy for diagnosing helicobacter pylori infection in children and adolescents.,J. Pediatr. Gastroenterol. Nutr. 2002 Jul;35(1):39-43.,2002,12142808
Helicobacter pylori eradication ameliorates symptoms and improves quality of life in patients on long-term acid suppression. A large prospective study in primary care.,Dig. Dis. Sci. 2002 Jul;47(7):1567-74.,2002,12141818
Comparison of factors potentially related to the occurrence of dental erosion in high- and low-erosion groups.,Eur. J. Oral Sci. 2002 Jun;110(3):204-11.,2002,12120705
Role of Helicobacter pylori infection in the incidence and clinical course of monoclonal gammopathy of undetermined significance.,Am. J. Gastroenterol. 2002 Jun;97(6):1371-4.,2002,12094852
[Helicobacter pylori--2002].,Praxis (Bern 1994) 2002 May;91(18):773-8.,2002,12071078
A placebo-controlled randomized trial of eradication of Helicobacter pylori in the general population: study design and response rates of the Bristol Helicobacter Project.,Control Clin Trials 2002 Jun;23(3):321-32.,2002,12057883
"[Management of dyspepsia, gastroduodenal ulcer and Helicobacter pylori infection in primary care].",Aten Primaria 2002 May;29(8):486-94.,2002,12031222
"Duodenal ulcer healing with 1-week eradication triple therapy followed, or not, by anti-secretory treatment: a multicentre double-blind placebo-controlled trial.",Aliment. Pharmacol. Ther. 2002 Jun;16(6):1157-62.,2002,12030959
Helicobacter pylori eradication does not worsen quality of life related to reflux symptoms: a prospective trial.,Aliment. Pharmacol. Ther. 2002 Jun;16(6):1143-8.,2002,12030957
Oral cavity as a potential source of gastric reinfection by Helicobacter pylori.,Dig. Dis. Sci. 2002 May;47(5):978-86.,2002,12018924
Studies of 13C-urea breath test for diagnosis of Helicobacter pylori infection in patients after partial gastrectomy.,Digestion 2002 ;65(2):82-6.,2002,12021481
13C-urea breath test threshold calculation and evaluation for the detection of Helicobacter pylori infection in children.,BMC Gastroenterol 2002 May;2:12.,2002,12014996
Management of Helicobacter pylori infection.,Am Fam Physician 2002 Apr;65(7):1327-36.,2002,11996414
"ABO, Lewis, secretor and non-secretor phenotypes in patients infected or uninfected by the Helicobacter pylori bacillus.",Sao Paulo Med J 2002 Mar;120(2):55-8.,2002,11994774
Delta13CO2 excretion and expression of dyspeptic symptoms in patients evaluated for Helicobacter pylori infection by [13C] urea breath test.,Dig. Dis. Sci. 2002 Apr;47(4):804-8.,2002,11991614
Reinfection rate following effective therapy against Helicobacter pylori infection in Japan.,J. Gastroenterol. Hepatol. 2002 Jan;17(1):27-31.,2002,11987263
Validated accuracy of a novel urea breath test for rapid Helicobacter pylori detection and in-office analysis.,Eur J Gastroenterol Hepatol 2002 May;14(5):513-20.,2002,11984149
Helicobacter pylori eradication in patients on long-term H2 receptor antagonists. Economic and symptomatic benefits. A large prospective study in primary care.,Helicobacter 2002 Apr;7(2):91-8.,2002,11966867
Lack of therapeutic effect of a specially designed yogurt for the eradication of Helicobacter pylori infection.,Digestion 2002 ;65(1):16-20.,2002,11961338
Relevance of underlying disease and bacterial vacA and cagA status on the efficacy of Helicobacter pylori eradication.,Digestion 2002 ;65(1):11-5.,2002,11961337
The 13C-urea breath test to detect Helicobacter pylori infection: a validated simple methodology with 50 mg 13C-urea.,Aliment. Pharmacol. Ther. 2002 Apr;16(4):787-92.,2002,11929397
Gastric mucosal density of Helicobacter pylori estimated by real-time PCR compared with results of urea breath test and histological grading.,J. Med. Microbiol. 2002 Apr;51(4):305-11.,2002,11926735
Comparison of two new rapid serology tests for diagnosis of Helicobacter pylori infection in Chinese patients.,Dig Liver Dis 2002 Feb;34(2):111-5.,2002,11926553
Evaluation of the Helicobacter pylori stool antigen test for monitoring eradication therapy.,Am. J. Gastroenterol. 2002 Mar;97(3):594-9.,2002,11922552
[Acquisition of secondary resistance after failure of a first treatment of Helicobacter pylori infection in children].,Arch Pediatr 2002 Feb;9(2):130-5.,2002,11915493
Helicobacter pylori eradication in dyspeptic primary care patients: a randomized controlled trial of a pharmacy intervention.,West. J. Med. 2002 Mar;176(2):92-6.,2002,11897728
Influence of the physiological changes of gastric emptying on the simplified single sample 14 C-urea breath test.,Nucl Med Commun 2002 Feb;23(2):171-4.,2002,11891472
"Different effects of short-term omeprazole, lansoprazole or pantoprazole on the accuracy of the (13)C-urea breath test.",Aliment. Pharmacol. Ther. 2002 Mar;16(3):553-7.,2002,11876710
Optimal serological tests for the detection of Helicobacter pylori infection in the Chinese population.,Aliment. Pharmacol. Ther. 2002 Mar;16(3):521-6.,2002,11876706
Diagnosis of Helicobacter pylori infection in children: comparison of a salivary immunoglobulin G antibody test with the [(13)C]urea breath test.,Clin. Diagn. Lab. Immunol. 2002 Mar;9(2):493-5.,2002,11874901
"Helicobacter pylori, parietal cell antibodies and autoimmune gastropathy in type 1 diabetes mellitus.",Aliment. Pharmacol. Ther. 2002 Feb;16(2):281-9.,2002,11860411
Current concepts in the management of Helicobacter pylori infection--the Maastricht 2-2000 Consensus Report.,Aliment. Pharmacol. Ther. 2002 Feb;16(2):167-80.,2002,11860399
Efficacy of low-dose clarithromycin triple therapy and tinidazole-containing triple therapy for Helicobacter pylori eradication.,Aliment. Pharmacol. Ther. 2002 Jan;16(1):145-51.,2002,11856089
Impact of intravenous omeprazole on Helicobacter pylori eradication by triple therapy in patients with peptic ulcer bleeding.,Aliment. Pharmacol. Ther. 2002 Jan;16(1):137-43.,2002,11856088
Review article: Helicobacter pylori infection in peptic ulcer haemorrhage.,Aliment. Pharmacol. Ther. 2002 Mar;16 Suppl 1:66-78.,2002,11849131
Review article: diagnosis of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2002 Mar;16 Suppl 1:16-23.,2002,11849123
The stool antigen test for detection of Helicobacter pylori after eradication therapy.,Ann. Intern. Med. 2002 Feb;136(4):280-7.,2002,11848725
[Effect of antiulcer agents on the urea breath test--Comparison between rebamipide and ecabet sodium].,Nihon Shokakibyo Gakkai Zasshi 2002 Jan;99(1):27-33.,2002,11831005
Eradication of Helicobacter pylori and risk of peptic ulcers in patients starting long-term treatment with non-steroidal anti-inflammatory drugs: a randomised trial.,Lancet 2002 Jan;359(9300):9-13.,2002,11809180
13C-urea breath test in children with Helicobacter pylori infection: validity of the use of a mask to collect exhaled breath samples.,Acta Paediatr. 2001 Feb;90(2):232-3.,2001,11236059
Helicobacter pylori infection in persons with intellectual disability in residential care in Israel.,ScientificWorldJournal 2001 Jul;1:264-8.,2001,12806082
[CagA status and virulence of Helicobacter pylori strains. Results of a French multicentric prospective study].,Gastroenterol. Clin. Biol. 2001 Dec;25(12):1084-9.,2001,11910990
Second-line Helicobacter pylori eradication with a furazolidone-based regimen in patients who have failed a metronidazole-based regimen.,Digestion 2001 ;64(4):222-5.,2001,11842278
"Helicobacter pylori: diseases, tests and treatment.",Dig Liver Dis 2001 Dec;33(9):788-94.,2001,11838615
"Helicobacter pylori ""test-and-scope"" strategy for dyspeptic patients. Is it useful and safe?",Dig Liver Dis 2001 Oct;33(7):539-45.,2001,11816541
Suppression of Helicobacter pylori infection during intensive care stay: related to stress ulcer bleeding incidence?,J Crit Care 2001 Dec;16(4):182-7.,2001,11815904
Laboratory tests for the evaluation of Helicobacter pylori infections.,J. Clin. Lab. Anal. 2001 ;15(6):301-7.,2001,11793429
What is the best method to diagnose Helicobacter infection in bleeding peptic ulcers?: a prospective trial.,Korean J. Intern. Med. 2001 Sep;16(3):147-52.,2001,11769572
"Detection of Helicobacter pylori in faeces by culture, PCR and enzyme immunoassay.",J. Med. Microbiol. 2001 Dec;50(12):1021-9.,2001,11761185
Accuracy of stool antigen test in posteradication assessment of Helicobacter pylori infection.,Dig. Dis. Sci. 2001 Nov;46(11):2440-4.,2001,11713949
Limitations to carbon 13-labeled urea breath testing for Helicobacter pylori in infants.,J. Pediatr. 2001 Nov;139(5):734-7.,2001,11713455
An alternate explanation of the effect of citric acid on proton pump inhibitor-associated false negative urea breath tests.,Am. J. Gastroenterol. 2001 Oct;96(10):3037-9.,2001,11693351
A pilot study to determine the effectiveness of garlic oil capsules in the treatment of dyspeptic patients with Helicobacter pylori.,Helicobacter 2001 Sep;6(3):249-53.,2001,11683929
Guidelines in the management of Helicobacter pylori infection in Japan.,Helicobacter 2001 Sep;6(3):177-86.,2001,11683920
A randomized comparison of four omeprazole-based triple therapy regimens for the eradication of Helicobacter pylori in patients with non-ulcer dyspepsia.,Aliment. Pharmacol. Ther. 2001 Nov;15(11):1787-93.,2001,11683693
Citric acid-enhanced Helicobacter pylori urease activity in vivo is unrelated to gastric emptying.,Aliment. Pharmacol. Ther. 2001 Nov;15(11):1763-7.,2001,11683690
Recrudescence and reinfection with Helicobacter pylori after eradication therapy in Bangladeshi adults.,Gastroenterology 2001 Oct;121(4):792-8.,2001,11606492
[How to determine the diagnosis of Helicobacter pylori infection in the elderly?].,Rev Med Interne 2001 Apr;22(4):339-47.,2001,11586518
Prevalence of Helicobacter pylori in gastric cancer in a South-East Asian population by 14C-urea breath test.,ANZ J Surg 2001 Oct;71(10):574-6.,2001,11552930
Twenty-minute 50 mg 13C-urea breath test without test meal for the diagnosis of Helicobacter pylori infection in Chinese.,Aliment. Pharmacol. Ther. 2001 Sep;15(9):1499-504.,2001,11552925
Current standards in the diagnosis of Helicobacter pylori infection.,Dig Dis 2001 ;19(2):116-22.,2001,11549820
Factors influencing breath condensate volume.,Pneumologie 2001 Sep;55(9):414-9.,2001,11536064
[Evaluation of a new 13CO2 infrared analyzer (UBiT-IR300) for 13C-urea breath test].,Nihon Shokakibyo Gakkai Zasshi 2001 Jul;98(7):853.,2001,11510090
"Various durations of a standard regimen (amoxycillin, metronidazole, colloidal bismuth sub-citrate for 2 weeks or with additional ranitidine for 1 or 2 weeks) on eradication of Helicobacter pylori in Iranian peptic ulcer patients. A randomized controlled trial.",Eur J Gastroenterol Hepatol 2001 Aug;13(8):915-9.,2001,11507355
Review article: the cost of diagnosing Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2001 Jun;15 Suppl 1:10-5.,2001,11488656
Helicobacter pylori infection in Swedish school children: lack of evidence of child-to-child transmission outside the family.,Gastroenterology 2001 Aug;121(2):310-6.,2001,11487540
Qualitative and quantitative clinical evaluation of the laser-assisted ratio analyser for detection of Helicobacter pylori infection by (13)C-urea breath tests.,Eur J Gastroenterol Hepatol 2001 Jul;13(7):807-10.,2001,11474310
The (13)C-urea breath test for non-invasive diagnosis of Helicobacter pylori infection: which procedure and which measuring equipment?,Eur J Gastroenterol Hepatol 2001 Jul;13(7):803-6.,2001,11474309
Helicobacter pylori testing in the primary care setting: which diagnostic test should be used?,Aliment. Pharmacol. Ther. 2001 Aug;15(8):1205-10.,2001,11472324
Ranitidine bismuth citrate with clarithromycin alone or with metronidazole for the eradication of Helicobacter pylori.,Aliment. Pharmacol. Ther. 2001 Aug;15(8):1199-204.,2001,11472323
A triple therapy regimen after failed Helicobacter pylori treatments.,Aliment. Pharmacol. Ther. 2001 Aug;15(8):1193-7.,2001,11472322
Efficacy of ecabet sodium for Helicobacter pylori eradication triple therapy in comparison with a lansoprazole-based regimen.,Aliment. Pharmacol. Ther. 2001 Aug;15(8):1187-91.,2001,11472321
Rapid quality control analysis of (13)C-enriched substrate synthesis by isotope ratio mass spectrometry.,Rapid Commun. Mass Spectrom. 2001 ;15(15):1279-82.,2001,11466784
(13)CO(2) breath tests: comparison of isotope ratio mass spectrometry and non-dispersive infrared spectrometry results.,Gastroenterol. Clin. Biol. 2001 Apr;25(4):375-9.,2001,11449126
Helicobacter pylori prevalences and risk factors among school beginners in a German urban center and its rural county.,Environ. Health Perspect. 2001 Jun;109(6):573-7.,2001,11445510
"New immunoassay for the detection of Helicobacter pylori infection compared with urease test, 13C breath test and histology: validation in the primary care setting.",J. Microbiol. Methods 2001 Sep;46(3):235-40.,2001,11438188
Noninvasive stool antigen assay can effectively screen Helicobacter pylori Infection and assess success of eradication therapy in hemodialysis patients.,Am. J. Kidney Dis. 2001 Jul;38(1):98-103.,2001,11431188
Quadruple therapy for symptomatic spontaneous duodenal ulcer disease.,Postgrad Med J 2001 Jul;77(909):447-50.,2001,11423595
"High efficacy of ranitidine bismuth citrate, amoxicillin, clarithromycin and metronidazole twice daily for only five days in Helicobacter pylori Eradication.",Helicobacter 2001 Jun;6(2):157-62.,2001,11422472
What is the optimal length of proton pump inhibitor-based triple therapies for H. pylori? A cost-effectiveness analysis.,Aliment. Pharmacol. Ther. 2001 Jul;15(7):1067-76.,2001,11421884
"Modified seven-day, quadruple therapy as a first line Helicobacter pylori treatment.",Aliment. Pharmacol. Ther. 2001 Jul;15(7):1061-5.,2001,11421883
Simplified 13C-urea breath test for detection of Helicobacter pylori infection.,Am. J. Gastroenterol. 2001 Jun;96(6):1741-5.,2001,11419823
[CagA and VacA cytotoxin antibodies and risk for peptic ulcer disease in patients with Helicobacter pylori infection].,Med Clin (Barc) 2001 May;116(17):641-4.,2001,11412660
Comparison of PCR and common clinical tests for the diagnosis of H. pylori in dyspeptic patients.,Diagn. Microbiol. Infect. Dis. 2001 Apr;39(4):207-10.,2001,11404061
Prevalence of Helicobacter pylori infection in coronary artery disease and effect of its eradication on coronary lumen reduction after percutaneous coronary angioplasty.,Dig Liver Dis 2001 Apr;33(3):222-9.,2001,11407666
Gastro-oesophageal reflux and duodenogastric reflux before and after eradication in Helicobacter pylori gastritis.,Eur J Gastroenterol Hepatol 2001 May;13(5):535-9.,2001,11396533
"Helicobacter pylori-negative duodenal ulcers: prevalence, clinical characteristics, and prognosis--results from a randomized trial with 2-year follow-up.",Am. J. Gastroenterol. 2001 May;96(5):1409-16.,2001,11374675
Reduced symptoms and need for antisecretory therapy in veterans 3 years after Helicobacter pylori eradication with ranitidine bismuth citrate/amoxicillin/clarithromycin.,Am. J. Gastroenterol. 2001 May;96(5):1390-5.,2001,11374672
Effect of mouth washing on the.,J. Gastroenterol. Hepatol. 2001 Mar;16(3):261-3.,2001,11339415
Gastric corpus atrophy following eradication of Helicobacter pylori.,Eur J Gastroenterol Hepatol 2001 Apr;13(4):377-82.,2001,11338065
[Helicobacter pylori infections: antigen detection in stool samples].,Enferm. Infecc. Microbiol. Clin. 2001 Feb;19(2):49-52.,2001,11333567
Accuracy and safety of online clearance monitoring based on conductivity variation.,Nephrol. Dial. Transplant. 2001 May;16(5):1053-8.,2001,11328916
The accuracy of serologic diagnosis of Helicobacter pylori infection in school-aged children of mixed ethnicity.,Helicobacter 2001 Mar;6(1):24-30.,2001,11328362
Rapid detection of anti-Helicobacter pylori IgG in urine using immunochromatography.,Aliment. Pharmacol. Ther. 2001 May;15(5):699-702.,2001,11328264
Urea breath test for the diagnosis of Helicobacter pylori.,Gastrointest. Endosc. 2001 May;53(6):700-1.,2001,11323617
Intragastric acidification reduces the occurrence of false-negative urea breath test results in patients taking a proton pump inhibitor.,Am. J. Gastroenterol. 2001 Apr;96(4):1028-32.,2001,11316142
[Helicobacter pylori test and medical reimbursement].,Rinsho Byori 2001 Feb;49(2):135-8.,2001,11307305
